name,category,address_raw,address,phone,website,facebook,instagram,digital,paper
グッデイ庄内店,その他,有安,〒820-0111 福岡県飯塚市有安440-1,0948-82-0456,https://gooday.co.jp/,,,True,True
グッデイ飯塚店,その他,川島,〒820-0002 福岡県飯塚市川島696,0948-25-5855,https://gooday.co.jp/,,,True,True
グリーンベルトタクシー,その他,川津,〒820-0067 福岡県飯塚市川津276-2,0948-22-1306,http://greenbelt-taxi.com,,,False,True
グルメ寿司貫べえ飯塚店,回転寿司,堀池,〒820-0070 福岡県飯塚市堀池260-1,0948-52-7272,https://sites.google.com/view/kanbe-iizuka,,,False,True
グーテンターク,ケーキ店,西町,〒820-0043 福岡県飯塚市西町7-43,0948-28-0768,,https://ja-jp.facebook.com/Gutentagiizuka/,,True,True
ケイターズ（AUTO GARAGE KEITA'S）,自動車ディーラー,堀池,〒820-0070 福岡県飯塚市堀池186-5,0948-43-3711,,https://www.facebook.com/Vehicle-Company/AUTO-GARAGE-KEITAS-268853063302536/?locale2=ja_JP,,True,True
ケンタッキーフライドチキン飯塚かやの森店,ファストフード店,柏の森,〒820-0011 福岡県飯塚市柏の森56-1,0948-26-1216,,,,True,True
ケンタッキーフライドチキン飯塚秋松店,ファストフード店,秋松,〒820-0083 福岡県飯塚市秋松864-1,0948-21-6800,,,,True,True
ケーズデンキ飯塚店,家電量販店,秋松,〒820-0083 福岡県飯塚市秋松68番地,0948-21-6060,https://www.ksdenki.com/shop/s/s0533225/,,,True,True
コトツキ、,自然食関連,花瀬,〒820-0045 福岡県飯塚市花瀬148-2,0948-21-2387,,,https://instagram.com/coto_tuki?igshid=YmMyMTA2M2Y=,True,True
コメダ珈琲店飯塚川津店,喫茶店,横田,〒820-0044 福岡県飯塚市横田65-7,0948-22-1222,https://www.komeda.co.jp/shop/detail.html?id=798,,,False,True
コメリパワー飯塚店,ホームセンター,太郎丸,〒820-0076 福岡県飯塚市太郎丸1171番2,0948-26-6612,https://www.komeri.com/shop/storeSearch/storeDetail.aspx?id=1023,,,True,False
コヤンサラム,不明,下三緒,,,,,,False,True
コーヒーミルククレイジー,子供服のセレクトショップ,柏の森,〒820-0011 福岡県飯塚市柏の森605-13,0948-24-6785,http://coffeemilkcrazy.com,,,True,True
サイクルセンターはやしだ,その他,長尾,〒820-0701 福岡県飯塚市長尾1234,0948-72-0023,,,,False,True
サイクルセンターはらぐち,自転車販売・修理,柏の森,〒820-0011 福岡県飯塚市柏の森1038-11,0948-23-2724,,,,False,True
サウンドダイニング音色,バー,柏の森,〒820-0011 福岡県飯塚市柏の森500-2,0948-52-6939,https://tabelog.com/fukuoka/A4007/A400702/40050650/,,,True,True
サラン,不明,吉原町,〒820-0040 福岡県飯塚市吉原町6-1,0948-29-1100,,,,False,True
サロンドボーテ スミレ,その他,飯塚,〒820-0041 福岡県飯塚市飯塚19-18,0948-22-0826,https://www.salon-de-beaute-sumire.com/,,,False,True
サンエトワール新飯塚店,パン屋,芳雄町,〒820-0018 福岡県飯塚市芳雄町4-20,0948-26-1310,,,,True,True
サンドラッグ九工大前店,ドラッグストア,川津,,,,,,True,True
サンドラッグ穂波店,その他,秋松,〒820-0083 福岡県飯塚市秋松916-1,0948-26-1231,https://cs.sundrug.co.jp/cs/shop/2033/,,,True,True
サーティワンアイスクリーム ゆめタウン飯塚店,アイスクリーム店,菰田西,〒820-0017 福岡県飯塚市菰田西3-6-1 ゆめタウン飯塚 2F,0948-23-1031,,,,True,True
サーティワンアイスクリームイオン穂波店,その他,枝国,〒820-0081 福岡県飯塚市枝国長浦666-48,0948-26-1731,,,,True,True
サーティワンアイスクリーム飯塚かやの森店,その他,柏の森,〒820-0011 福岡県飯塚市柏の森56-1,,https://store.31ice.co.jp/31ice/spot/detail?code=0000000070,,,True,True
システムハウジングタイセイ,電気工事,鯰田,〒820-0001 福岡県飯塚市鯰田1716-1,0948-23-5156,https://taisei.sh,,,False,True
シモカワ通信,電気通信工事,若菜,〒820-0082 福岡県飯塚市若菜256-105,0948-25-7676,https://www.simokawa.co.jp,,,True,True
シャトレーゼ柏の森店,菓子専門店,柏の森,〒820-0011 福岡県飯塚市柏の森大谷8-5,0948-28-3388,https://www.chateraise.co.jp/ec/shop/o661102/,,,True,True
シャトレーゼ飯塚弁分店,お菓子屋,弁分,〒820-0088 福岡県飯塚市弁分字平屋敷193番6,0948-26-6755,https://www.chateraise.co.jp/ec/shop/o661020/,,,False,True
シャンソン化粧品ＣＥサロン ’elua,フェイシャルエステサロン,新飯塚,〒820-0005 福岡県飯塚市新飯塚17-13,0948-22-2545,,,,True,True
シュープラザ飯塚店,靴屋,弁分,〒820-0088 福岡県飯塚市弁分門ノ町15-7,0948-26-8200,https://stores.chiyodagrp.co.jp/store/33166.html,,,True,True
ジャンボパンチ希林,バッティングセンター,秋松,〒820-0083 福岡県飯塚市秋松947,0948-21-2188,,,,True,True
ジャーマンベーカリー飯塚花瀬店,洋菓子店,花瀬,〒820-0045 福岡県飯塚市花瀬71-1,0948-43-3908,https://www.germanbakery-1932.com,,https://www.instagram.com/germanbakery1932/,True,True
ジュエリーシモカワ,ジュエリー販売・質屋,宮町,,,,,,True,True
ジンギスバル滝川本店,ジンギスカン専門店・居酒屋,新飯塚,〒820-0005 福岡県飯塚市新飯塚14-6,0948-29-5153,https://jingisukan-takikawa.com/,,,True,True
ジーンズショップナカムラ,その他,飯塚,〒820-0041 福岡県飯塚市飯塚12-22,0948-22-6834,,,,True,True
スイフンガ,その他,新飯塚,〒820-0005 福岡県飯塚市新飯塚19-30,0948-22-1207,,,,False,True
スタジオマリオ ゆめタウン飯塚店,その他,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目6番1号ゆめタウン飯塚2階,0948-43-8230,https://www.studio-mario.jp/blogs/40/6288/,,,True,False
ステーキハウス 三田屋,ステーキハウス,太郎丸,〒820-0076 福岡県飯塚市太郎丸757-13,0948-29-3313,https://www.kobesandaya.co.jp/store/iizuka/,,,True,True
ステーキビストロWaltz,ステーキビストロ,中,〒820-0065 福岡県飯塚市中177-1,0948-96-8620,https://bistro-waltz.com,,https://www.instagram.com/bistro_waltz,True,True
ストロベリーファーム,衣料品店,楽市,〒820-0074 福岡県飯塚市楽市308-1,0948-25-8857,,,,False,True
スナック・パンダ,スナック,飯塚,〒820-0041 福岡県飯塚市飯塚2-27,0948-22-7015,,,,False,True
スーパーASO 潤野店,スーパーマーケット,潤野,〒820-0021 福岡県飯塚市潤野52-1,0948-24-3421,,,,True,True
スーパーセンタートライアル上三緒店,その他,上三緒,〒820-0013 福岡県飯塚市上三緒1-7,0948-26-7676,https://www.trial-net.co.jp/shops/50/,,,True,True
スーパーセンタートライアル飯塚庄内店,スーパーマーケット,有安,〒820-0111 福岡県飯塚市有安719番地2,0948-96-8120,https://www.trial-net.co.jp/shops/736/,,,True,True
スーパーセンタートライアル飯塚店,スーパーマーケット,徳前,〒820-0033 福岡県飯塚市徳前40-1,0948-26-2229,https://www.trial-net.co.jp/shops/49/,,,True,True
スーパーマーケットASO新飯塚店,情報不足のため特定不可,芳雄町,〒820-0018 福岡県飯塚市芳雄町1952,0948-22-8750,https://www.superaso.jp/shop_list/,,,True,True
スーパー川食庄内店,食品スーパーマーケット,有安,〒820-0111 福岡県飯塚市有安429-1,0948-82-1161,http://www.kawashoku.jp/shokusaikan/shopshoukai/shounai/,,,True,True
スーパー川食筑穂店,食品スーパーマーケット,平塚,〒820-0702 福岡県飯塚市平塚295-2,0948-72-2118,http://www.kawashoku.jp/shokusaikan/shopshoukai/chikuho/,,,True,True
スーパー川食鯰田店,スーパーマーケット,鯰田,〒820-0001 福岡県飯塚市鯰田字築城1751-1,0948-29-5905,http://www.kawashoku.jp/shokusaikan/shopshoukai/namazuta/,,,True,True
スーパーＡＳＯ昭和通店,その他,菰田西,〒820-0017 福岡県飯塚市菰田西2丁目3-34,0948-21-8751,https://www.superaso.jp/,,,True,True
セゾンドぶらんこ,その他,秋松,〒820-0083 福岡県飯塚市秋松748-1,0948-24-8965,,,,True,True
セブンイレブン筑穂中学校前店,その他,長尾,〒820-0701 福岡県飯塚市長尾899-1,0948-72-5011,,,,True,True
セブンイレブン飯塚下三緒店,その他,下三緒,〒820-0012 福岡県飯塚市下三緒296-8,0948-23-8100,,,,True,True
セブンイレブン飯塚伊岐須店,コンビニエンスストア,伊岐須,〒820-0053 福岡県飯塚市伊岐須722-1,0948-21-0766,null,null,null,True,True
セブンイレブン飯塚大分店,コンビニエンスストア,大分,〒820-0712 福岡県飯塚市大分1665-3,0948-72-1701,,,,False,True
セブンイレブン飯塚小正店,コンビニエンスストア,小正,〒820-0089 福岡県飯塚市小正460-2,0948-21-1245,,,,False,True
セブンイレブン飯塚川津店,コンビニエンスストア,川津,〒820-0212 福岡県飯塚市川津359-2,0948-25-1039,,https://www.facebook.com/711.SEJ/?ref=tabelog,https://www.instagram.com/seven_eleven_japan/?hl=it,True,True
セブンイレブン飯塚幸袋店,コンビニエンスストア,幸袋,〒820-0066 福岡県飯塚市幸袋218-7,0948-23-8600,,,,True,True
セブンイレブン飯塚庄内店,小売業（コンビニエンスストア）,綱分,〒820-0101 福岡県飯塚市綱分1566-3,0948-82-4568,,,,True,True
セブンイレブン飯塚庄司店,小売業（コンビニエンスストア）,庄司,〒820-0051 福岡県飯塚市庄司357-1,0948-21-2212,,,,True,True
セブンイレブン飯塚明治橋店,コンビニエンスストア（小売業）,飯塚,〒820-0041 福岡県飯塚市飯塚20-17,0948-29-8727,,,,False,True
セブンイレブン飯塚本町店,コンビニエンスストア,本町,〒820-0028 福岡県飯塚市本町8番1号,0948-22-0877,,,,True,True
セブンイレブン飯塚枝国店,コンビニエンスストア,枝国,〒820-0081 福岡県飯塚市枝国500-4,0948-29-7301,,,,True,True
セブンイレブン飯塚柏の森店,コンビニエンスストア,柏の森,〒820-0011 福岡県飯塚市大字柏の森531-1,0948-25-8123,,,,True,True
セブンイレブン飯塚花瀬店,コンビニエンスストア,花瀬,〒820-0045 福岡県飯塚市花瀬179-1,0948-92-1771,,,,True,True
セブンイレブン飯塚鯰田上町店,コンビニエンスストア,鯰田,〒820-0001 福岡県飯塚市鯰田1956番3,0948-29-2877,,,,True,True
セブンイレブン飯塚鶴三緒店,コンビニエンスストア,鶴三緒,〒820-0014 福岡県飯塚市大字鶴三緒1548-2,0948-24-0170,,,,True,True
セブンスポーツ,スポーツ用品店,新飯塚,〒820-0005 福岡県飯塚市新飯塚23-17,0948-28-9535,,,,False,True
セントラル美容室,美容室,宮町,〒820-0069 福岡県飯塚市宮町13-2,0948-22-5708,https://chikuski.jp/beauty/central/,,,False,True
ゼッテリアイオン穂波店,その他,枝国,〒820-0081 福岡県飯塚市枝国長浦666-48,,https://www.zetteria.jp/,,,True,True
タイヤガーデンBーWAVE,タイヤ販売,川島,〒820-0002 福岡県飯塚市川島231-6,0948-23-8585,http://www.b-wavekaho.co.jp/,,,True,True
タイヤ館飯塚,その他,楽市,〒820-0074 福岡県飯塚市楽市679-1,0948-26-5633,https://www.taiyakan.co.jp/shop/iizuka/,,,True,True
タイラ時計店,時計店,本町,〒820-0042 福岡県飯塚市本町15-8,0948-22-0353,,,,True,True
タイ式マッサージむう庵,その他,有井,〒820-0112 福岡県飯塚市有井334-21 鳥羽テナント2F,090-6426-2666,https://www.salon6an.com,,,True,True
タビーガレージ,キャンピングカーレンタル・販売,本町,〒820-0042 福岡県飯塚市本町2-19-2F,080-3492-2482,https://tabbygarage.com,,,True,True
ダイヤゴルフセンター,ゴルフ練習場,鯰田,〒820-0001 福岡県飯塚市鯰田586-1,0948-25-0033,http://daiya.golf-hp.com/,,,False,True
ダイレックス飯塚店,ドラッグストア,堀池,〒820-0070 福岡県飯塚市堀池87番地1,0948-23-8411,https://www.ds-direx.co.jp/list/detail/7213&search=p,,,True,True
チキン屋とりまる,鶏料理店,川津,〒820-0067 福岡県飯塚市川津357-3,070-7585-1129,https://tabelog.com/fukuoka/A4007/A400702/40051532/,,,False,True
ツアサデンキ,住宅設備,大分,〒820-0101 福岡県飯塚市大分1440-18,0948-72-4061,,,,False,True
ツルハドラッグ 中店,その他,中,〒820-0065 福岡県飯塚市中419-1,0948-43-9980,https://shop.tsuruha-g.com/3951,,,True,True
ツルハドラッグ新飯塚店,ドラッグストア,立岩,〒820-0003 福岡県飯塚市立岩964番32,0948-26-0710,https://www.tsuruha.co.jp/,,,True,True
デラシネ(deracine),婦人服店,堀池,〒820-0070 福岡県飯塚市堀池170-1,0948-23-8787,,,,True,True
トップワンカフェ,カフェ,菰田西,〒820-0017 福岡県飯塚市菰田西3-14-27,070-8900-4676,,,https://www.instagram.com/topone_cafe_111,True,True
ドコモショップ穂波店,携帯電話販売店,忠隈,,,,,,True,True
ドコモショップ飯塚店,携帯電話販売店,片島,〒820-0068 福岡県飯塚市片島3丁目16-15,0948-21-3311,https://shop.smt.docomo.ne.jp/shop_detail/0950051000100/index.html,,,True,True
ドラッグストアコスモス伊岐須店,ドラッグストア,伊岐須,,,,,,True,True
ドラッグストアコスモス堀池店,その他,堀池,〒820-0070 福岡県飯塚市堀池105-1,0948-26-2273,https://www.cosmospc.co.jp/shop/kyushu/fukuoka/66457.html,,,True,True
ドラッグストアコスモス柏の森店,ドラッグストア,柏の森,〒820-0011 福岡県飯塚市柏の森607-3,0948-26-2575,https://www.cosmospc.co.jp/shop/kyushu/fukuoka/63579.html,,,True,True
ドラッグストアコスモス穂波店,ドラッグストア,太郎丸,〒820-0076 福岡県飯塚市太郎丸933,0948-21-8830,https://www.cosmospc.co.jp/shop/kyushu/fukuoka/61674.html,,,True,True
ドラッグストアコスモス筑穂店,小売業（ドラッグストア）,平塚,〒820-0702 福岡県飯塚市平塚294-1,0948-20-3088,https://www.cosmospc.co.jp/shop/kyushu/fukuoka/66747.html,,,True,True
ドラッグストアコスモス花瀬店,ドラッグストア,横田,〒820-0044 福岡県飯塚市横田599,0948-30-3160,https://www.cosmospc.co.jp/shop/kyushu/fukuoka/68239.html,,,True,True
ドラッグストアコスモス近大前店,ドラッグストア,柏の森,〒820-0011 福岡県飯塚市柏の森1-40,0948-26-7111,https://www.cosmospc.co.jp/shop/kyushu/fukuoka/64781.html,,,True,True
ドラッグストアモリ 穂波店,ドラッグストア,椿,〒820-0084 福岡県飯塚市椿119番地の2,0948-43-3773,https://www.doramori.co.jp/store/6316.html/,,,True,True
ドラッグストアモリ飯塚秋松店,ドラッグストア,秋松,〒820-0083 福岡県飯塚市秋松15番地5,0948-96-8722,https://www.doramori.co.jp/store/12327.html,,,True,True
ドラッグ頴田薬局,薬局（ドラッグストア）,口原,〒820-1114 福岡県飯塚市口原924-1,0948-92-5159,,,,True,True
ニトリデコホーム ゆめタウン飯塚店,インテリア雑貨店,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目6-1,0948-30-1200,,,,True,True
ニトリ飯塚店,家具・インテリア小売業,太郎丸,〒820-0076 福岡県飯塚市太郎丸1287-1,094-824-4811,https://shop.nitori-net.jp/nitori/spot/detail?code=0000000316,,,True,True
ニュウファッション神戸,婦人・子供服,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目8-9,0948-25-8003,,,,True,True
ノエビア新飯塚販売会社,化粧品販売,西町,〒820-0043 福岡県飯塚市西町4-13,0948-28-4231,,,,True,True
ノエビア福岡南販売,その他,横田,〒820-0044 福岡県飯塚市横田566-5,0948-29-2855,,,,True,True
ハッピー薬局川津店,その他,川津,〒820-0067 福岡県飯塚市川津266-2,0948-28-5588,,,,True,True
ハッピー薬局庄内店,その他,有安,〒820-0111 福岡県飯塚市有安691,0948-82-2535,https://sinseido-co.jp/map/shounai/,,,True,True
ハローデイ九工大前店,食品スーパーマーケット,川津,,,,,,True,False
ハローデイ柏の森店,スーパーマーケット,柏の森,〒820-0011 福岡県飯塚市柏の森72番地,0948-22-8611,http://www.halloday.co.jp/1098.html,,,True,False
ハローデイ穂波店,スーパーマーケット,秋松,〒820-0083 福岡県飯塚市秋松919,0948-26-0105,http://www.halloday.co.jp,,,True,False
ハーデンベルギア,ベルギービール専門店,川津,〒820-0067 福岡県飯塚市川津395-1,0948-43-9724,,,,False,True
バースデイ 飯塚店,ベビー・子ども用品店,秋松,〒820-0083 福岡県飯塚市秋松964番地1,0948-43-3230,https://www.shimamura.gr.jp/shop/map_detail_3630.html,,,False,True
パスタトピザ ゆめタウン飯塚店,パスタ・ピザ屋,菰田西,〒820-0017 福岡県飯塚市菰田西3-6-1 ゆめタウン飯塚 2F,0948-43-2720,http://www.pastatopizza.net/iizuka/,,,True,False
パソコンドック２４飯塚店,パソコン修理専門店,椿,〒820-0084 福岡県飯塚市椿121-1,0948-26-1441,,,,True,True
パッケージプラザエジマヤ,包装用品・ラッピング資材販売,堀池,〒820-0070 福岡県飯塚市堀池134-6,0948-22-3185,,,,True,True
パティスリー エスポワール,ケーキ店,川津,〒820-0067 福岡県飯塚市川津639-5,0948-43-9343,http://r.goope.jp/espoir/,,@patisserieespoir,True,True
パティスリースペリオール,ケーキ屋,川津,〒820-0067 福岡県飯塚市川津194-2,0948-25-5088,http://patisseriesuperior.com,,https://www.instagram.com/superior20140320,True,True
パティスリーＳＯＮＯＫＩ,その他,忠隈,〒820-0071 福岡県飯塚市忠隈404-4,0948-21-3721,,,https://www.instagram.com/patisserie_sonoki26,True,True
パドドゥ・ル・コトブキ,その他,片島,〒820-0068 福岡県飯塚市片島1-7-62,0948-22-5138,https://www.kotobuki-kaikan.net,,,True,True
パブ珈琲園,その他,飯塚,〒820-0041 福岡県飯塚市飯塚11-25 秋月ビル1F,0948-22-1380,,,,True,True
パリミキ ゆめタウン飯塚店,メガネ店,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目6-1,0948-21-5883,https://shop.paris-miki.co.jp/detail/1567/,,,True,True
パンとお菓子の店Fille de ble’,パン屋,上三緒,〒820-0013 福岡県飯塚市上三緒445-4,0948-88-9441,,,@fille_de_ble,True,True
パンセ アミエ店,美容室,芳雄町,〒820-0018 福岡県飯塚市芳雄町1829-1,0948-21-0184,http://pensee.asia/index.html,,,True,True
パンセ 横田店,美容室,横田,〒820-0044 福岡県飯塚市横田589-1,0948-23-5127,,,,True,True
パーソナルトレーニングスタジオ ボディブレイス,パーソナルトレーニングジム,新飯塚,〒820-0005 福岡県飯塚市新飯塚20-7 プチプロスSR 1F,0948-29-3542,https://bodybrace2018.wixsite.com/bodybrace,,,True,True
パーマネントクラブ,検索結果に該当なし,天道,〒820-0075 福岡県飯塚市天道70-1,0948-23-3031,,,,False,True
パーマハウスＢｅｅ ＳＨＯＷＥＲ,美容室,目尾,〒820-0062 福岡県飯塚市目尾762-1,0948-24-5008,,,,False,True
ヒマラヤ飯塚店,スポーツ用品小売業,弁分,〒820-0088 福岡県飯塚市弁分2-1,0948-25-3042,https://www.himaraya.co.jp/shop_detail/0137,,,True,True
ビアレストラン Ｂーｓｐｏｔ,ビヤホール,西町,〒820-0043 福岡県飯塚市西町2-59 サテライトマンション201,0948-21-0556,,,,True,True
ビッグワン,家電量販店,楽市,〒820-0074 福岡県飯塚市楽市654,0948-22-4888,,,,True,True
ビップエコー飯塚店,その他,秋松,〒820-0083 福岡県飯塚市秋松962-3,0948-23-5226,https://www.vipecho.jp,null,null,True,True
ビューティ アイランド,その他,本町,〒820-0042 福岡県飯塚市本町1-12,0948-26-1566,,,,True,True
ピザハット飯塚楽市店,宅配ピザ・ファーストフードチェーン,南尾,〒820-0072 福岡県飯塚市南尾401-8,0948-22-2810,https://www.pizzahut.jp/,,,True,True
ピザハット飯塚近大前店,ピザ宅配・テイクアウト,有井,〒820-0112 福岡県飯塚市有井354-29,0948-82-2810,https://www.pizzahut.jp/huts/2601,,,True,True
ピッツァリト,イタリアンレストラン,弁分,〒820-0088 福岡県飯塚市弁分128-5,0948-24-9210,,,,True,True
ファッションセンターしまむら穂波店,衣料品店,弁分,〒820-0088 福岡県飯塚市弁分字30-23-5,0948-26-3106,https://www.shimamura.gr.jp/shop/map_detail_2116.html,,,False,True
ファッションセンターしまむら飯塚店,衣料品店,有井,〒820-0112 福岡県飯塚市有井355-1,0948-31-1121,https://www.shimamura.gr.jp/shop/map_detail_2138.html,,,False,True
ファミリーショップそうあい,不明,吉原町,〒820-0040 福岡県飯塚市吉原町7-21,0948-25-6661,,,,True,True
フェイシャルサロン Sakura,フェイシャルサロン,有井,〒820-0112 福岡県飯塚市有井334-21,0948-82-2282,,,https://www.instagram.com,True,True
フジイ進物店,ギフトショップ,飯塚,〒820-0041 福岡県飯塚市飯塚11-26,0948-22-0701,https://giftplaza-fujii.amebaownd.com/,,,True,True
フジキアドワークス(株）,印刷業,伊岐須,〒820-0053 福岡県飯塚市伊岐須490-15,0948-29-3177,https://www.fujikiprinting.co.jp,,,True,True
フジノ酒店,酒屋,伊岐須,〒820-0053 福岡県飯塚市伊岐須148-11,0948-22-2263,http://ww21.tiki.ne.jp/~fujino/sub2.html,,,True,True
フラワーショップはなびより,花屋,弁分,〒820-0088 福岡県飯塚市弁分405-4,0948-28-3764,http://chikuski.jp/shops/lifestyle/iizuka/flower-shop/hanabiyori,,,True,True
フロム,居酒屋,中,〒820-0902 福岡県飯塚市中336-2,0948-25-6741,http://izakaya-from.com,,,True,True
フローリストリスト 花仙,その他,口原,〒820-1114 福岡県飯塚市口原924-1 アンリシール101,0948-92-1014,,,,True,True
フードウェイ新飯塚店,食品スーパー,立岩,〒820-0003 福岡県飯塚市立岩964番地32,0948-21-7077,https://www.foodway.co.jp/,,,True,True
ブランジェリーシュシュ,ベーカリー（パン屋）,潤野,〒820-0021 福岡県飯塚市潤野994-3,0948-23-2401,,,https://www.instagram.com/chou4739,True,True
ブルーミン,ブティック,本町,〒820-0042 福岡県飯塚市本町16-10,0948-21-0432,,,,True,True
プロショップマナベ飯塚店,その他,秋松,〒820-0083 福岡県飯塚市秋松古毛909,0948-29-3912,,,,True,False
ヘアーグラシューラフィネ 西町店,美容院,西町,〒820-0043 福岡県飯塚市西町4-53 トウィンクルビル1F,0948-22-5048,https://hairgracieux-raffine.com/honten/,,,False,True
ヘアーサロン モロオカ,理容室・床屋,平塚,〒820-0702 福岡県飯塚市平塚258-7,0948-72-1458,,,,True,True
ヘアーサロンムラカミ,美容室,鯰田,〒820-0001 福岡県飯塚市鯰田新町552-2,0948-22-4623,,,,True,True
ホットドッグ吉河,ホットドッグ専門店,仁保,〒820-0115 福岡県飯塚市仁保20-2,0948-82-1742,,,,True,True
ホワイトニングショップ飯塚店,ホワイトニング専門店,新飯塚,〒820-0005 福岡県飯塚市新飯塚4-17 プレアール新飯塚402,0948-80-4004,,,,True,True
ホームプラザナフコ頴田店,ホームセンター,佐與,〒820-1113 福岡県飯塚市佐与2362,0948-92-8500,https://www.nafco.life/hc/shop_list/1330/,,,True,True
ホームプラザナフコ飯塚南店,ホームセンター,椿,〒820-0084 福岡県飯塚市椿89-9,0948-25-7361,http://www.nafco.tv/stores/info/detail/69,,,True,True
ボンフカヤ ゆめタウン飯塚店,靴屋,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目6-1 ゆめタウン飯塚内,0948-52-6788,https://bonfukaya.co.jp/pages/shoplist,,https://www.instagram.com/bonfukaya_staff/,True,False
ボーカル教室ユニゾン,ボーカル教室,安恒,〒820-0085 福岡県飯塚市安恒607,080-3184-6404,,,,True,True
マックハウスゆめタウン飯塚店,その他,菰田西,〒820-0017 福岡県飯塚市菰田西3-6-1 ゆめタウン飯塚内,080-5909-3383,https://www.mac-house.co.jp/,,,True,True
マツグマ石油ガス,プロパンガス販売・ガス機器販売,口原,〒820-1114 福岡県飯塚市口原326-13,0120-489-279,https://www.iizuka-gas.com,,,True,True
マリリン イオン穂波店,不明,枝国,〒820-0081 福岡県飯塚市枝国長浦666-48 イオン穂波ショッピングセンター 2F,0948-26-1988,,,,True,True
マルイチ商会,その他,菰田西,〒820-0017 福岡県飯塚市菰田西3-4-1,0948-22-7753,https://www.maruichi.info,,,True,True
ミシンのオズ西日本ミシン販売,その他,柏の森,,,,,,True,True
ミスタータイヤマンパドック飯塚,タイヤショップ,上三緒,〒820-0013 福岡県飯塚市上三緒1-63,0948-25-3011,https://www.mr-tireman.jp/shop/p-iizuka/,,,True,True
ミスターマックス飯塚花瀬店,総合ディスカウントストア,横田,〒820-0044 福岡県飯塚市横田581番地6号,0948-21-0123,https://www.mrmax.co.jp/shops/0000000008/,,,True,True
ミュージアムショップ白蓮,お土産物屋,幸袋,〒820-0066 福岡県飯塚市幸袋300番地,0948-22-9700,,,,True,True
メガネのアイ・ルック,メガネ店,川津,〒820-0067 福岡県飯塚市川津409-2 コスモ8ビル1F,0948-24-0470,http://r.goope.jp/eyelook,,,True,True
メガネのヨネザワ ゆめタウン飯塚店,メガネ店,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目6-1,0948-21-9037,https://store.yonezawa-web.co.jp/detail/148/,,,True,True
メガネのＷＡＤＡ,メガネ店,潤野,〒820-0021 福岡県飯塚市潤野53-1,0948-25-2631,https://www.megane-wada.com,,,True,True
メリーズラム,雑貨店,潤野,〒820-0021 福岡県飯塚市潤野1313-1,0948-28-0570,http://maryslamb.jp,,,True,True
モスバーガー福岡穂波店,ハンバーガー店,椿,〒820-0084 福岡県飯塚市椿192-1,0948-25-0773,https://www.mos.jp/shop/detail/?shop_cd=05244,,,True,True
モスバーガー飯塚かやの森店,ハンバーガー店,柏の森,〒820-0011 福岡県飯塚市柏の森7-1,0948-23-8668,https://www.mos.jp/shop/detail/?shop_cd=01912,,,True,True
モスバーガー飯塚幸袋店,ハンバーガー店,中,〒820-0065 福岡県飯塚市中426-1,0948-26-5131,https://www.mos.jp/shop/detail/?shop_cd=01771,,,True,True
モリタゴルフ桜ヶ丘店,ゴルフ用品店,枝国,〒820-0081 福岡県飯塚市枝国666 桜ヶ丘ゴルフセンター内,0948-43-3771,https://morita-golf.co.jp/golf/sakuragaoka/,,,True,True
ヤマダデンキ テックランド飯塚店,その他,秋松,〒820-0083 福岡県飯塚市秋松837,0948-26-8002,https://www.yamada-denki.jp/store/contents/?d=392,,,True,True
ユゲデンキ,その他,飯塚,〒820-0041 福岡県飯塚市飯塚11番21号,0948-22-0630,http://yugedenki.com,,,True,True
ユニクロ飯塚店,その他,秋松,〒820-0083 福岡県飯塚市秋松866-1,0948-26-7000,https://www.uniqlo.com/jp/ja/,,,True,True
ヨガ、エステサロンs.f &c野上愛子,その他,鯰田,,,,,,True,True
ラバース,婦人・子供服,弁分,〒820-0088 福岡県飯塚市弁分194,0948-24-2893,,,,True,True
ラフィネ サステナブルヘアー,ヘアサロン,中,〒820-0065 福岡県飯塚市中419-1,0948-21-8181,,,,False,True
ラーメンMAPPE,ラーメン店,新飯塚,〒820-0005 福岡県飯塚市新飯塚6-17,090-8229-7946,,,,False,True
ラーメンふじ庵,ラーメン屋,佐與,〒820-1113 福岡県飯塚市佐與1395-1,0949-62-3553,,,,False,True
ラーメン食堂まねしん坊,ラーメン店,目尾,〒820-0062 福岡県飯塚市目尾786-1,0948-52-3855,https://tabelog.com/fukuoka/A4007/A400702/40055103/,,,False,True
リコグリル,バル,飯塚,〒820-0041 福岡県飯塚市飯塚11-24,0948-23-1323,,,,True,True
リフォームおはりばこ,洋服お直し店,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目2-3,0948-24-5873,,,,True,True
リラクゼーションサロン 足癒夢,リラクゼーションサロン・リフレクソロジー,鯰田,〒820-0213 福岡県飯塚市椿123-7,090-3608-1430,,,,True,True
リンガーハット飯塚水江店,その他,片島,〒820-0068 福岡県飯塚市片島2丁目5-2,0948-26-7802,https://shop.ringerhut.jp/detail/r0378/,,,True,True
